,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Calc. Adj. Open,Calc. Adj. High,Calc. Adj.Low,Calc. Adj. Close,% Error
15,2007-12-24,195.03,199.33,194.79,198.8,17150100.0,0.0,1.0,25.064073259988,25.616683191885,25.033229914952,25.54857080493,120050700.0,25.058207746557812,25.626949214000632,24.998608139213033,25.534494491063963,0.05509628688631773
16,2007-12-26,199.01,200.96,196.82,198.95,25133300.0,0.0,1.0,25.575558731837,25.826160910256,25.294113208382,25.567847895578,175933100.0,25.56957352018907,25.83651088168147,25.25913062251609,25.553760960750374,0.055096286887970455
17,2007-12-27,198.95,202.96,197.8,198.57,28411700.0,0.0,1.0,25.567847895578,26.083188785557,25.42005686728,25.519012599271,198881900.0,25.56186448842578,26.09364176227146,25.384900097214125,25.50495257087812,0.05509628688878596
18,2007-12-28,200.59,201.56,196.8801,199.83,24987400.0,0.0,1.0,25.778610753325,25.903269272846,25.301836896035,25.680940160711,174911800.0,25.772578023288908,25.913650145858462,25.266843628056236,25.666790916244018,0.055096286889949206
19,2007-12-31,199.5,200.5,197.75,198.08,19261900.0,0.0,1.0,25.638530561286,25.767044498936,25.413631170397,25.456040769822,134833300.0,25.632530612922555,25.777370779145773,25.37848328728054,25.442015436569164,0.055096286887873935
20,2008-01-02,199.27,200.26,192.55,194.84,38542100.0,0.0,1.0,25.608972355626,25.7362011539,24.745358694615,25.039655611834,269794700.0,25.602979324496633,25.74651507347498,24.71113505418898,25.025859691342564,0.05509628688709229
21,2008-01-03,195.41,197.39,192.69,194.93,30073800.0,0.0,1.0,25.112908556295,25.367366152843,24.763350645886,25.051221866223,210516600.0,25.107031614391964,25.37753225982836,24.729102122002974,25.03741957315442,0.05509628688886089
22,2008-01-04,191.45,193.0,178.89,180.05,51994000.0,0.0,1.0,24.603993363199,24.803189966557,22.989858306308,23.138934473983,363958000.0,24.598235518015155,24.813129976933343,22.958062580336872,23.1261857802619,0.05509628689011037
23,2008-01-07,181.25,183.6,170.23,177.64,74006900.0,0.0,1.0,23.293151199163,23.595158952642,21.876927606254,22.829215884245,518048300.0,23.287700118256712,23.60461483816042,21.84667109984206,22.81663783396681,0.05509628688942599
24,2008-01-08,180.14,182.46,170.8,171.25,54422000.0,0.0,1.0,23.150500728371,23.44865306372,21.950180550715,22.008011822658,380954000.0,23.14508303063593,23.458050236224135,21.919822733084796,21.995886225325467,0.055096286889701876
25,2008-01-09,171.3,179.5,168.3,179.4,64781500.0,0.0,1.0,22.01443751954,23.068251808275,21.628895706589,23.05540041451,453470500.0,22.00928568417862,23.077496532950956,21.598982236406144,23.042697744954097,0.05509628688950761
26,2008-01-10,177.58,181.0,175.41,178.02,52963400.0,0.0,1.0,22.821505047986,23.261022714751,22.542629803284,22.878051180552,370743800.0,22.81616434206912,23.270344693393437,22.5114526089602,22.865446223839072,0.055096286888466656
27,2008-01-11,176.0,177.85,170.0,172.69,44010200.0,0.0,1.0,22.618453026498,22.856203811151,21.847369400594,22.193071892874,308071400.0,22.61315983896927,22.865363556464224,21.817153774147616,22.18084433431507,0.05509628688607163
28,2008-01-14,177.52,179.42,175.17,178.78,39301800.0,0.0,1.0,22.813794211727,23.057970693263,22.511786458248,22.975721773166,275112600.0,22.80845531030582,23.067211297727354,22.48065192127905,22.963063003583574,0.055096286886668455
29,2008-01-15,177.72,179.22,164.66,169.04,83688500.0,0.0,1.0,22.839496999257,23.032267905733,21.161104973541,21.72399602045,585819500.0,22.834152082850114,23.041498209668354,21.131838473242045,21.71202690527893,0.055096286888482664
30,2008-01-16,165.23,169.01,156.7,159.64,79065900.0,0.0,1.0,21.234357918001,21.72014060232,20.138134029842,20.515965006535,553461300.0,21.229388637459618,21.728845064256493,20.110282331817242,20.504661471596833,0.055096286889589285
31,2008-01-17,161.51,165.36,158.42,160.89,62780700.0,0.0,1.0,20.756286069941,21.251064729896,20.359178002601,20.676607428598,439464900.0,20.751428668135954,21.25958120717978,20.331020593532152,20.665215385650303,0.05509628688863751
32,2008-01-18,161.71,165.75,159.61,161.36,61583700.0,0.0,1.0,20.781988857471,21.30118516558,20.512109588405,20.737008979294,431085900.0,20.77712544068023,21.309721728894814,20.48374066995119,20.725583657334415,0.05509628688975093
33,2008-01-22,148.06,159.98,146.0,155.64,86955500.0,0.0,1.0,19.027773608541,20.559659745336,18.763034896981,20.001909255932,608688500.0,19.023320714532897,20.567899138392725,18.737085006032657,19.990888946625734,0.055096286885693666
34,2008-01-23,136.19,140.0,126.14,139.072,120463200.0,0.0,1.0,17.502313168629,17.991951271078,16.210748095241,17.872690336938,843242400.0,17.49821726402968,17.999161641298784,16.188328100417536,17.86284314819541,0.05509628688770317
35,2008-01-24,139.99,140.7,132.01,135.6,71638100.0,0.0,1.0,17.990666131701,18.081911027433,16.96512490925,17.426489945415,501466700.0,17.98645594237107,18.089157449505286,16.941661586618988,17.41688859652049,0.05509628688613718
36,2008-01-25,138.99,139.09,129.61,130.01,55526400.0,0.0,1.0,17.862152194051,17.875003587816,16.656691458889,16.708097033949,388684800.0,17.857972079649652,17.882167090630347,16.633654709807498,16.698891492873365,0.05509628688969859
37,2008-01-28,128.16,133.2,126.45,130.01,52673000.0,0.0,1.0,16.470346249295,17.118056495054,16.250587415913,16.708097033949,368711000.0,16.466491846376716,17.124916647292856,16.22811232200569,16.698891492873365,0.05509628688969859
38,2008-01-29,131.15,132.79,129.05,131.54,39285100.0,0.0,1.0,16.85460292287,17.065365780617,16.584723653804,16.904723358554,274995700.0,16.85065859591375,17.0722048167719,16.561786438551476,16.89540948367481,0.05509628688763589
39,2008-01-30,131.37,135.45,130.0,132.18,44394700.0,0.0,1.0,16.882875989154,17.407212854768,16.706811894572,16.98697227865,310762900.0,16.878925045712464,17.41418888795658,16.683705827289362,16.977613087670193,0.05509628688551473
40,2008-01-31,129.45,136.65,129.4,135.36,48059800.0,0.0,1.0,16.636129228864,17.561429579948,16.629703531982,17.395646600379,336418600.0,16.632236029287345,17.56846741631058,16.60670410808649,17.38606224502222,0.055096286886916375
41,2008-02-01,136.24,136.59,132.18,133.75,36098000.0,0.0,1.0,17.508738865512,17.553718743689,16.98697227865,17.188739160762,252686000.0,17.50464145716576,17.56075348989287,16.963478740393136,17.17926880372136,0.055096286889148915
42,2008-02-04,134.21,135.9,131.42,131.65,32115500.0,0.0,1.0,17.247855572081,17.465044126711,16.889301686036,16.918859891696,224808500.0,17.243819215841288,17.472043336089328,16.865943229402827,16.909538228111526,0.0550962868901575
43,2008-02-05,130.43,134.0,128.9,129.36,40751500.0,0.0,1.0,16.762072887762,17.220867645174,16.565446563157,16.624562974476,285260500.0,16.75815021475433,17.227768999528852,16.54253600875076,16.615403457565563,0.0550962868888606
44,2008-02-06,130.83,131.92,121.77,122.0,56188300.0,0.0,1.0,16.813478462822,16.953558654861,15.649142187708,15.678700393368,393318100.0,16.809543759842906,16.96035288371526,15.627498912223263,15.670062011618732,0.05509628688945485
45,2008-02-07,119.97,124.78,117.27,121.24,74404700.0,0.0,1.0,15.417817099937,16.035969140036,15.070829468281,15.581029800753,520832900.0,15.414209010688316,16.04239564000903,15.049986018201722,15.57244523187422,0.055096286885777376
46,2008-02-08,122.08,125.7,121.6,125.48,48427600.0,0.0,1.0,15.68898150838,16.154201962675,15.627294818308,16.125928896392,338993200.0,15.685309961030505,16.16067584508042,15.605681758449123,16.117044108343592,0.05509628688984694
47,2008-02-11,128.01,129.98,127.2,129.45,42908300.0,0.0,1.0,16.451069158648,16.704241615819,16.346972869151,16.636129228864,300358100.0,16.447219266968506,16.710935929542984,16.324364471009286,16.626963339377408,0.05509628688558909
48,2008-02-12,130.7,131.0,123.62,124.86,43785000.0,0.0,1.0,16.796771650928,16.835325832223,15.886892972362,16.046250255048,306495000.0,16.792840857689118,16.842072678643873,15.86492087976546,16.03740936697307,0.05509628688578339
49,2008-02-13,126.68,129.78,125.63,129.4,34590500.0,0.0,1.0,16.280145621572,16.678538828289,16.145205987039,16.629703531982,242133500.0,16.27633572954902,16.685222841483988,16.122876639095093,16.62054118281528,0.055096286888684745
50,2008-02-14,129.4,130.8,127.01,127.46,34074900.0,0.0,1.0,16.629703531982,16.809623044693,16.322555220997,16.38038649294,238524300.0,16.62581183615128,16.81635959058488,16.299980593261704,16.371361508204295,0.05509628688917841
51,2008-02-15,126.27,127.08,124.06,124.63,32189300.0,0.0,1.0,16.227454907136,16.331551196633,15.943439104928,16.016692049389,225325100.0,16.223657345833235,16.338096152687505,15.92138880718091,16.00786744678723,0.05509628688969281
52,2008-02-19,125.99,126.75,121.44,122.18,35894500.0,0.0,1.0,16.191471004594,16.289141597208,15.606732588283,15.701832902145,251261500.0,16.187681864271237,16.295669557390163,15.585147966661687,15.69318177524243,0.055096286888830816
53,2008-02-20,122.2,124.6,121.68,123.82,34551400.0,0.0,1.0,15.704403180898,16.012836631259,15.63757593332,15.912595759892,241859800.0,15.70072802455707,16.01925386075593,15.615948654342843,15.903828510480583,0.05509628688937489
54,2008-02-21,126.05,126.47,120.86,121.54,33504100.0,0.0,1.0,16.199181840853,16.253157694666,15.532194504446,15.619583982049,234528700.0,16.195390896034525,16.259671234107564,15.510712971432243,15.610978171247059,0.05509628689107572
55,2008-02-22,122.48,122.51,115.87,119.46,54638500.0,0.0,1.0,15.74038708344,15.74424250157,14.89090995557,15.352274991735,382469500.0,15.736703506119074,15.750552090539395,14.870315340061678,15.343816458262078,0.05509628688566107
56,2008-02-25,118.59,120.17,116.664,119.74,44884800.0,0.0,1.0,15.240467865979,15.443519887467,14.992950022064,15.388258894278,314193600.0,15.236901280132761,15.449708960249113,14.972214281806814,15.379780535010052,0.05509628689116847
57,2008-02-26,117.64,121.09,115.44,119.15,53746000.0,0.0,1.0,15.118379625211,15.561752710106,14.83564896238,15.312435671064,376222000.0,15.114841610547415,15.56798916532051,14.815130774632951,15.30399908757681,0.05509628689008346
58,2008-02-27,118.23,123.05,118.09,122.96,52683500.0,0.0,1.0,15.194202848425,15.813640027901,15.176210897154,15.802073773512,368784500.0,15.190647089553055,15.819977428298692,15.15522170111231,15.793367417611792,0.05509628688609903
59,2008-02-28,127.2,132.2,125.77,129.91,57794800.0,0.0,1.0,16.346972869151,16.989542557403,16.16319793831,16.695245640184,404563600.0,16.343147338164147,16.99635120699787,16.1408437069091,16.686047179749085,0.05509628689006266
60,2008-02-29,129.75,130.21,124.8,125.02,44838600.0,0.0,1.0,16.67468341016,16.733799821479,16.038539418789,16.066812485072,313870200.0,16.670781188103767,16.74050598081083,16.016357594197782,16.05796026797191,0.05509628688523617
61,2008-03-03,124.44,125.98,118.0,121.73,56894400.0,0.0,1.0,15.992274401235,16.190185865217,15.164644642766,15.644001630202,398260800.0,15.988531877053036,16.196674168363018,15.143671443231877,15.635382366183174,0.05509628688727355
62,2008-03-04,121.99,124.88,120.4,124.62,63763700.0,0.0,1.0,15.677415253991,16.048820533801,15.473078093127,16.015406910012,446345900.0,15.673746413385581,16.055252184038526,15.451678320043372,16.006583015474803,0.05509628688660688
63,2008-03-05,123.58,125.14,122.25,124.4899,43637000.0,0.0,1.0,15.881752414856,16.082234157591,15.71082887778,15.998687246724,305459000.0,15.878035755112627,16.088679198515223,15.68910028758557,15.98987256410011,0.05509628688875098
64,2008-03-06,124.4899,127.5,120.81,120.93,52632100.0,0.0,1.0,15.998687246724,16.385527050446,15.525768807564,15.541190480082,368424700.0,15.994943221802847,16.392093637611403,15.504296161498674,15.53262786118896,0.055096286890077825
65,2008-03-07,120.41,122.9799,119.05,122.25,43945100.0,0.0,1.0,15.474363232503,15.804631200872,15.299584277299,15.71082887778,307615700.0,15.470741910285735,15.810964990934014,15.278424451836909,15.702172794429414,0.055096286885459714
66,2008-03-10,121.98,123.46,119.37,119.69,35699600.0,0.0,1.0,15.676130114615,15.866330742338,15.340708737347,15.381833197395,249897200.0,15.672461574758357,15.872689258819644,15.319492035411777,15.373358378447918,0.05509628688807716
67,2008-03-11,124.1,127.48,122.0,127.3501,41569400.0,0.0,1.0,15.948579662434,16.382956771693,15.678700393368,16.366262811192,290985800.0,15.944847363727767,16.38952232880551,15.657016237917706,16.357245608080703,0.05509628688800062
68,2008-03-12,127.04,128.68,125.17,126.03,37843900.0,0.0,1.0,16.326410639127,16.537173496874,16.08608957572,16.1966115621,264907300.0,16.322589920128735,16.54380085715949,16.06384198770623,16.18768783052712,0.05509628689101591
69,2008-03-13,124.1,129.5,123.0,127.94,45075100.0,0.0,1.0,15.948579662434,16.642554925747,15.807214331018,16.442073183012,315525700.0,15.944847363727767,16.649224518201382,15.78535243658916,16.433014211200824,0.055096286887561456
70,2008-03-14,129.88,130.3,124.2,126.61,41308600.0,0.0,1.0,16.691390222054,16.745366075867,15.961431056199,16.271149645937,289160200.0,16.68748409025755,16.752076870437378,15.939355874994916,16.262184846647926,0.05509628688906588
71,2008-03-17,122.55,128.59,122.55,126.73,38307100.0,0.0,1.0,15.749383059076,16.525607242485,15.749383059076,16.286571318455,268149700.0,15.74569737650957,16.532229967532942,15.727601147187004,16.27759802239706,0.05509628688863607
72,2008-03-18,129.18,133.0015,128.67,132.82,43040000.0,0.0,1.0,16.601430465699,17.09254647843,16.535888357497,17.069221198747,301280000.0,16.597545386352568,17.099396407394305,16.513018683056316,17.059816691665564,0.05509628688934265
73,2008-03-19,133.12,134.29,129.67,129.67,36090600.0,0.0,1.0,17.107775380042,17.258136687093,16.664402295148,16.664402295148,252634200.0,17.103771805474942,17.265052977214392,16.64135488172777,16.655220828250815,0.05509628689088331
74,2008-03-20,131.12,133.2915,129.18,133.27,32456700.0,0.0,1.0,16.850747504741,17.129815520349,16.601430465699,17.12705247069,227196900.0,16.84680408003211,17.13668038507985,16.57847014437877,17.117616100724817,0.055096286890763346
75,2008-03-24,134.01,140.85,133.64,139.53,38104300.0,0.0,1.0,17.222152784551,18.101188118081,17.17460262762,17.931549720382,266730100.0,17.218122443297,18.108442265549535,17.15084959045346,17.9216701023046,0.055096286887979434
76,2008-03-25,139.96,143.1,137.33,140.98,37585400.0,0.0,1.0,17.986810713572,18.390344477795,17.648819057551,18.117894929975,263097800.0,17.98260142648943,18.397714506213273,17.62441016355114,18.107912642606625,0.05509628688629779
77,2008-03-26,140.87,145.74,140.64,145.06,42217300.0,0.0,1.0,18.103758396834,18.729621273192,18.074200191174,18.64223179559,295521100.0,18.099521741565912,18.737127268592047,18.049202981153645,18.631960618077155,0.05509628689025599
78,2008-03-27,144.95,145.31,139.99,140.25,35708200.0,0.0,1.0,18.628095262448,18.674360280002,17.990666131701,18.02407975549,249957400.0,18.623735901469296,18.681844129265194,17.965784452017207,18.014149156799395,0.055096286885773026
79,2008-03-28,141.8,144.65,141.6,143.01,25521800.0,0.0,1.0,18.223276358849,18.589541081153,18.197573571319,18.378778223406,178652600.0,18.219011733896835,18.596990938670505,18.17240573187825,18.36865219902946,0.05509628688835936
80,2008-03-31,143.27,145.71,142.52,143.5,27430900.0,0.0,1.0,18.412191847195,18.725765855062,18.315806393957,18.441750052855,192016300.0,18.40788301209732,18.733270305383197,18.290475034656,18.43158933333843,0.05509628688952342
81,2008-04-01,146.3,149.66,143.61,149.5301,36877400.0,0.0,1.0,18.801589078276,19.233395908782,18.455886585996,19.216701948281,258141800.0,18.79718911614321,19.24110379454841,18.430361491207883,19.20611425904549,0.05509628688630243
82,2008-04-02,148.78,151.2,145.85,147.49,37320300.0,0.0,1.0,19.12030364365,19.431307372764,18.743757806334,18.95452066408,261242100.0,19.11582909569233,19.439094572602702,18.71783457623195,18.944077426997094,0.055096286885783434
83,2008-04-03,147.06,153.63,147.0,151.61,37556000.0,0.0,1.0,18.899259670891,19.743596241255,18.891548834632,19.483998087201,262892000.0,18.894836851811476,19.751508592519528,18.86542120470412,19.47326312771734,0.05509628688947164
84,2008-04-04,152.19,154.715,150.75,153.08,30514900.0,0.0,1.0,19.558536171038,19.883033863606,19.373476100821,19.672913575547,213604300.0,19.553959067572354,19.89100209523959,19.346681949722086,19.66207453064422,0.05509628688784342
85,2008-04-07,156.13,159.69,155.11,155.89,41368800.0,0.0,1.0,20.064881085381,20.522390703417,19.933796868978,20.034037740345,289581600.0,20.060185486694735,20.530615160707175,19.90622777592964,20.022999729436417,0.05509628688755588
86,2008-04-08,153.55,156.45,152.32,152.84,36224800.0,0.0,1.0,19.733315126243,20.106005545429,19.575242982933,19.642070230511,253573600.0,19.728697120873484,20.114063134151404,19.548169781636275,19.631248179145956,0.05509628688850001
87,2008-04-09,153.31,153.89,150.46,151.44,31192800.0,0.0,1.0,19.702471781207,19.777009865044,19.336207058903,19.4621507178,218349600.0,19.697860993820335,19.784935606996218,19.309464452107356,19.45142779540608,0.05509628688731487
88,2008-04-10,151.13,155.42,150.6,154.55,34134400.0,0.0,1.0,19.422311397128,19.973636189649,19.354199010174,19.861829063893,238940800.0,19.417766173087653,19.981640730647566,19.327431519921365,19.850885933571096,0.05509628688628194
89,2008-04-11,152.72,153.3,146.4,147.14,43217000.0,0.0,1.0,19.626648557993,19.70118664183,18.814440472041,18.909540785903,302519000.0,19.62205551481469,19.709081997222192,18.788419485501244,18.89912233106213,0.05509628688940591
90,2008-04-14,146.77,149.25,144.54,147.78,30181700.0,0.0,1.0,18.861990628972,19.180705194345,18.575404548011,18.991789705999,211271900.0,18.85757653162228,19.188391964027467,18.54971415597234,18.9813259350575,0.055096286887557126
91,2008-04-15,149.4,149.72,145.72,148.38,24929900.0,0.0,1.0,19.199982284993,19.241106745041,18.727050994439,19.068898068589,174509300.0,19.1954890905796,19.24881772096612,18.701150870404646,19.058391813803166,0.055096286885820904
92,2008-04-16,151.76,154.1,150.62,153.7,28420500.0,0.0,1.0,19.503275177848,19.803997791951,19.356769288927,19.75259221689,198943500.0,19.498711006602136,19.811934349458177,19.329998243894792,19.741709272014745,0.055096286886083284
93,2008-04-17,154.18,156.0,153.35,154.49,25152400.0,0.0,1.0,19.814278906963,20.048174273487,19.707612338713,19.854118227634,176066800.0,19.809641954387974,20.05620868601866,19.680356066267862,19.843179345696548,0.055096286886349786
94,2008-04-18,159.04,162.26,158.38,161.04,36670200.0,0.0,1.0,20.438856643944,20.852671523179,20.354037445095,20.695884519245,256691400.0,20.43407352721405,20.86102834226531,20.325887145585295,20.684481855336713,0.05509628688583892
95,2008-04-21,162.35,168.5,161.76,168.16,37112600.0,0.0,1.0,20.864237777568,21.654598494119,20.788414554354,21.610903755317,259788200.0,20.859355112821945,21.663276689706056,20.759663497094817,21.59899694978529,0.0550962868861175
96,2008-04-22,167.41,168.0,158.09,160.2,51413300.0,0.0,1.0,21.51451830208,21.590341525293,20.316768403176,20.587932811619,359893100.0,21.5094834581923,21.598993969558556,20.288669647970583,20.576589625092783,0.05509628688809853
97,2008-04-23,164.05,164.84,161.08,162.89,53721100.0,0.0,1.0,21.082711471574,21.184237482318,20.701025076752,20.933635303899,376047700.0,21.07777767944835,21.192727178226374,20.672394881998233,20.922101648135854,0.055096286888101705
98,2008-04-24,165.31,169.98,159.194,168.94,60573800.0,0.0,1.0,21.244639033013,21.844799121841,20.458647790343,21.711144626685,424016600.0,21.23966734647733,21.853553541342638,20.43035281130386,21.69918259215466,0.05509628688871281
99,2008-04-25,170.6,171.1,166.42,169.73,35445500.0,0.0,1.0,21.924477763185,21.98873473201,21.387289503805,21.812670637429,248118500.0,21.919346980273634,21.99754683447303,21.357710182903805,21.800652665836452,0.055096286888992006
100,2008-04-28,169.74,173.75,169.13,172.24,28114800.0,0.0,1.0,21.813955776805,22.329296666784,21.735562274838,22.135240620932,196803600.0,21.808850858333212,22.338245251254747,21.705501281303448,22.123044925255822,0.0550962868894393
101,2008-04-29,171.11,175.66,170.25,175.05,32981300.0,0.0,1.0,21.990019871387,22.574758287697,21.879497885007,22.49636478573,230869100.0,21.98487375026155,22.583805242218187,21.849237823815482,22.483970124048017,0.05509628688918918
102,2008-04-30,176.26,180.0,172.92,173.95,40697300.0,0.0,1.0,22.651866650287,23.1325087771,22.222630098534,22.354999454314,284881100.0,22.646565643276844,23.141779253098445,22.191895474268264,22.342682679680966,0.055096286887443474
103,2008-05-01,175.01,180.0,174.86,180.0,32270600.0,0.0,1.0,22.491224228224,23.1325087771,22.471947137576,23.1325087771,225894200.0,22.48596081487507,23.141779253098445,22.44086769969091,23.11976362369977,0.05509628688802381
104,2008-05-02,180.31,181.92,178.55,180.94,35931500.0,0.0,1.0,23.172348097772,23.379255537389,22.946163567507,23.253311878492,251520500.0,23.166925287298586,23.388624898464837,22.914428272788573,23.24050016706797,0.05509628689011981
105,2008-05-05,181.81,185.31,181.05,184.73,30519900.0,0.0,1.0,23.365119004248,23.814917786024,23.267448411633,23.740379702187,213639300.0,23.3596510813807,23.82446174106486,23.23526876946722,23.7272996344781,0.05509628688749874
106,2008-05-06,184.56,187.12,182.18,186.66,32816800.0,0.0,1.0,23.718532332787,24.047528013172,23.412669161178,23.988411601853,229717600.0,23.712981703864596,24.057165187998795,23.380288673965964,23.97519487777664,0.055096286889361794
107,2008-05-07,186.13,188.2,180.54,182.59,41326200.0,0.0,1.0,23.920299214898,24.186323065835,23.201906303431,23.465359875615,289283400.0,23.914701368337216,24.196015863517378,23.169817308144772,23.45243133361855,0.055096286888346425
108,2008-05-08,183.75,186.5,183.07,185.06,32110200.0,0.0,1.0,23.61443604329,23.967849371829,23.527046565687,23.782789301612,224771400.0,23.608909775060248,23.97745461501589,23.494507890783566,23.76968586778821,0.05509628688886446
109,2008-05-09,183.18,184.25,181.37,183.45,24038300.0,0.0,1.0,23.541183098829,23.678693012115,23.308572871681,23.575881861994,168268100.0,23.535673973309038,23.688182374352163,23.27633635304208,23.562892426487338,0.05509628688630728
110,2008-05-12,185.12,188.87,182.85,188.16,29234400.0,0.0,1.0,23.790500137871,24.27242740406,23.498773499404,24.181182508329,204640800.0,23.78493266698858,24.28215470851502,23.466273927075836,24.16785957464082,0.05509628688999928
111,2008-05-13,188.6,191.45,187.86,189.96,29401300.0,0.0,1.0,24.237728640895,24.603993363199,24.142628327033,24.4125075961,205809100.0,24.232056509259117,24.613853544476097,24.109238282419838,24.39905721087782,0.05509628688995102
112,2008-05-14,191.29,192.24,185.57,186.26,32743700.0,0.0,1.0,24.583431133175,24.705519373943,23.848331409814,23.937006026793,229205900.0,24.57767809997972,24.715420242309154,23.815348387462194,23.923817625279543,0.05509628689024323
113,2008-05-15,186.78,189.9,184.2,189.73,31186000.0,0.0,1.0,24.003833274371,24.404796759841,23.672267315232,24.38294939044,218302000.0,23.99821587910614,24.414577112018875,23.63952779528229,24.369515290691975,0.05509628688846118
114,2008-05-16,190.3,190.3,187.0,187.6201,27348900.0,0.0,1.0,24.456202334901,24.456202334901,24.032106340654,24.111797833391,191442300.0,24.450479075885532,24.46600328813686,23.99886915156238,24.098513128082846,0.05509628688806567
115,2008-05-19,187.9,188.69,181.3,183.6,33779300.0,0.0,1.0,24.147768884539,24.249294895283,23.299576896046,23.595158952642,236455100.0,24.142117805354133,24.25901292926192,23.267352819135077,23.58215889617376,0.05509628688805302
116,2008-05-20,181.83,186.16,180.12,185.9,34637500.0,0.0,1.0,23.367689283001,23.924154633027,23.147930449618,23.890741009238,242462500.0,23.362220758635132,23.93374236531559,23.11591610470277,23.877578098032142,0.05509628688690356
117,2008-05-21,185.61,188.0,176.25,178.19,41344900.0,0.0,1.0,23.85347196732,24.160620278304,22.65058151091,22.899898549953,289414300.0,23.847889759722083,24.170302775458392,22.61925501584422,22.887281556150338,0.05509628689026959
118,2008-05-22,179.18,181.33,172.0,177.05,43097700.0,0.0,1.0,23.027127348227,23.303432314175,22.104397275896,22.753392661031,301683900.0,23.021738522423377,23.312771288690794,22.073826171490538,22.740856386533576,0.05509628688865877
119,2008-05-23,180.75,181.99,177.8,181.17,32389900.0,0.0,1.0,23.228894230338,23.388251513025,22.849778114269,23.282870084151,226729300.0,23.223458186895996,23.397624479285486,22.818176123784983,23.270042087253813,0.055096286887409696
